INFO  - 2020-09-17 07:04:45.109; utils.log; ----------------------START TEST - Doctor Module -----------------------------
INFO  - 2020-09-17 08:25:14.322; utils.log; Other Available
INFO  - 2020-09-17 08:25:14.753; utils.log; Other is 
INFO  - 2020-09-17 08:25:14.753; utils.log; 
INFO  - 2020-09-17 08:25:17.138; utils.log; Board Available
INFO  - 2020-09-17 08:25:17.621; utils.log; Board is 
INFO  - 2020-09-17 08:25:17.621; utils.log; Director
INFO  - 2020-09-17 08:25:20.003; utils.log; Area of expertise Available
INFO  - 2020-09-17 08:25:20.513; utils.log; expertise is 
INFO  - 2020-09-17 08:25:20.514; utils.log; Director
INFO  - 2020-09-17 08:25:24.262; utils.log; Scolled Up 
INFO  - 2020-09-17 08:25:25.944; utils.log; Book Consultation Button Clicked  
INFO  - 2020-09-17 08:25:28.700; utils.log; Cancel Button Clicked  
INFO  - 2020-09-17 08:25:29.672; utils.log; Book Consultation Button Clicked again  
INFO  - 2020-09-17 08:25:34.827; utils.log; Date Selected   
INFO  - 2020-09-17 08:25:35.374; utils.log; Month Displayed
INFO  - 2020-09-17 08:25:35.734; utils.log; Now Select a Slot 
INFO  - 2020-09-17 08:25:36.257; utils.log; Slot Selected 
INFO  - 2020-09-17 08:25:37.276; utils.log; Confirm Button Clicked  
INFO  - 2020-09-17 08:25:42.372; utils.log; Consultation For  is 
INFO  - 2020-09-17 08:25:42.373; utils.log; Anger management
INFO  - 2020-09-17 08:25:44.866; utils.log; Provider  is 
INFO  - 2020-09-17 08:25:44.866; utils.log; Dr. Murad T
INFO  - 2020-09-17 08:25:47.362; utils.log; Schedule is 
INFO  - 2020-09-17 08:25:47.362; utils.log; 21/09/2020, 04:00 - 04:03
INFO  - 2020-09-17 08:25:49.801; utils.log; Calling Mode is 
INFO  - 2020-09-17 08:25:49.801; utils.log; Video call
INFO  - 2020-09-17 08:25:51.806; utils.log; Symptoms  Is correctly displayed as selected 
INFO  - 2020-09-17 08:25:52.899; utils.log; Payment Options Checked 
INFO  - 2020-09-17 08:25:55.303; utils.log; Credit Card selected 
INFO  - 2020-09-17 08:26:04.986; utils.log; Consultation Price is 
INFO  - 2020-09-17 08:26:04.987; utils.log; 12.000KD
INFO  - 2020-09-17 08:26:04.987; utils.log; About to enter Card Details on Payment Gateway 
INFO  - 2020-09-17 08:26:22.047; utils.log; Card Details Entered and Submit Button has been Clicked
INFO  - 2020-09-17 08:26:29.983; utils.log; Payment Authentication Failed Option Selected 
INFO  - 2020-09-17 08:26:33.101; utils.log; Payment Failed as Expected and Failure Message Displayed 
INFO  - 2020-09-17 08:26:34.923; utils.log; User is Navigated to the Payment Method
INFO  - 2020-09-17 08:26:34.923; utils.log; ----------------------END TEST -Book Failed SpecialistAppointments-----------------------------
INFO  - 2020-09-17 08:38:47.965; utils.log; ----------------------START TEST - Book Other SpecialistAppointments-----------------------------
INFO  - 2020-09-17 08:38:48.699; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 08:39:02.336; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 08:39:08.073; utils.utility; Pin entered  
INFO  - 2020-09-17 08:39:18.455; utils.log; Other Category Selcted 
INFO  - 2020-09-17 08:39:21.789; utils.log; Other Appointment Entered and Next Button Clicked 
INFO  - 2020-09-17 08:39:24.512; utils.log; Select  Doctor 
INFO  - 2020-09-17 08:39:27.985; utils.log; Language is 
INFO  - 2020-09-17 08:39:27.985; utils.log; Arabic, English, French
INFO  - 2020-09-17 08:39:30.410; utils.log; Experience Available
INFO  - 2020-09-17 08:39:30.915; utils.log; Experience is 
INFO  - 2020-09-17 08:39:30.915; utils.log; Arabic, English, French
INFO  - 2020-09-17 08:39:33.368; utils.log; License number Available
INFO  - 2020-09-17 08:39:33.934; utils.log; Licence is 
INFO  - 2020-09-17 08:39:33.934; utils.log; 8723498234892173
INFO  - 2020-09-17 08:39:37.809; utils.log; Scolled down 
INFO  - 2020-09-17 08:39:39.253; utils.log; Background Information Available
INFO  - 2020-09-17 08:39:39.651; utils.log; University Available
INFO  - 2020-09-17 08:39:40.143; utils.log; University is 
INFO  - 2020-09-17 08:39:40.143; utils.log; Kuwait University
INFO  - 2020-09-17 08:39:42.576; utils.log; Residency Available
INFO  - 2020-09-17 08:39:43.047; utils.log; Training is 
INFO  - 2020-09-17 08:39:43.047; utils.log; Train university 
INFO  - 2020-09-17 08:39:45.411; utils.log; Fellowship Available
INFO  - 2020-09-17 08:39:45.949; utils.log; Fellowship is 
INFO  - 2020-09-17 08:39:45.949; utils.log; fell
INFO  - 2020-09-17 08:39:48.426; utils.log; Other Available
INFO  - 2020-09-17 08:39:48.898; utils.log; Other is 
INFO  - 2020-09-17 08:39:48.899; utils.log; 
INFO  - 2020-09-17 08:39:51.331; utils.log; Board Available
INFO  - 2020-09-17 08:39:51.860; utils.log; Board is 
INFO  - 2020-09-17 08:39:51.860; utils.log; Director
INFO  - 2020-09-17 08:39:54.264; utils.log; Area of expertise Available
INFO  - 2020-09-17 08:39:54.784; utils.log; expertise is 
INFO  - 2020-09-17 08:39:54.784; utils.log; Director
INFO  - 2020-09-17 08:39:58.779; utils.log; Scolled Up 
INFO  - 2020-09-17 08:40:00.472; utils.log; Book Consultation Button Clicked  
INFO  - 2020-09-17 08:40:03.175; utils.log; Cancel Button Clicked  
INFO  - 2020-09-17 08:40:04.223; utils.log; Book Consultation Button Clicked again  
INFO  - 2020-09-17 08:40:09.609; utils.log; Date Selected   
INFO  - 2020-09-17 08:40:10.121; utils.log; Month Displayed
INFO  - 2020-09-17 08:40:10.489; utils.log; Now Select a Slot 
INFO  - 2020-09-17 08:40:11.061; utils.log; Slot Selected 
INFO  - 2020-09-17 08:40:11.899; utils.log; Confirm Button Clicked  
INFO  - 2020-09-17 08:40:17.363; utils.log; Consultation For  is 
INFO  - 2020-09-17 08:40:17.363; utils.log; Other
 Chest Burn
INFO  - 2020-09-17 08:40:19.855; utils.log; Provider  is 
INFO  - 2020-09-17 08:40:19.855; utils.log; Dr. Murad T
INFO  - 2020-09-17 08:40:22.339; utils.log; Schedule is 
INFO  - 2020-09-17 08:40:22.339; utils.log; 21/09/2020, 04:00 - 04:03
INFO  - 2020-09-17 08:40:24.813; utils.log; Calling Mode is 
INFO  - 2020-09-17 08:40:24.813; utils.log; Video call
INFO  - 2020-09-17 08:40:27.289; utils.log; Specialist Consultation  Cost is 
INFO  - 2020-09-17 08:40:27.290; utils.log; 12.0 KWD
INFO  - 2020-09-17 08:40:30.243; utils.log; Other Sympoms displayed on the Summary Page Successfully  
INFO  - 2020-09-17 08:40:30.244; utils.log; Doctor Provider  Is correctly displayed as selected 
INFO  - 2020-09-17 08:40:31.288; utils.log; Payment Options Checked 
INFO  - 2020-09-17 08:40:39.741; utils.log; Consultation Price on Payment Gateway is 
INFO  - 2020-09-17 08:40:39.741; utils.log; 12.000KD
INFO  - 2020-09-17 08:41:11.728; utils.log; Appointment Text is 
INFO  - 2020-09-17 08:41:11.729; utils.log; Your appointment with Dr. Murad T is confirmed
INFO  - 2020-09-17 08:41:12.467; utils.log; Appointment Date is 
INFO  - 2020-09-17 08:41:12.468; utils.log; September 21, 04:00 - 04:03
INFO  - 2020-09-17 08:41:16.496; utils.log; ----------------------END TEST - Book Other SpecialistAppointments-----------------------------
INFO  - 2020-09-17 08:50:49.735; utils.log; ----------------------START TEST - Book   SpecialistAppointments-----------------------------
INFO  - 2020-09-17 08:50:50.481; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 08:51:03.980; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 08:51:09.373; utils.utility; Pin entered  
INFO  - 2020-09-17 08:51:19.803; utils.log; Select  Doctor 
INFO  - 2020-09-17 08:51:22.191; utils.log; Language is 
INFO  - 2020-09-17 08:51:22.191; utils.log; Arabic, English, French
INFO  - 2020-09-17 08:51:24.594; utils.log; Experience Available
INFO  - 2020-09-17 08:51:25.257; utils.log; Experience is 
INFO  - 2020-09-17 08:51:25.258; utils.log; Arabic, English, French
INFO  - 2020-09-17 08:51:27.632; utils.log; License number Available
INFO  - 2020-09-17 08:51:28.204; utils.log; Licence is 
INFO  - 2020-09-17 08:51:28.204; utils.log; 8723498234892173
INFO  - 2020-09-17 08:51:32.142; utils.log; Scolled down 
INFO  - 2020-09-17 08:51:33.653; utils.log; Background Information Available
INFO  - 2020-09-17 08:51:34.045; utils.log; University Available
INFO  - 2020-09-17 08:51:34.539; utils.log; University is 
INFO  - 2020-09-17 08:51:34.540; utils.log; Kuwait University
INFO  - 2020-09-17 08:51:36.924; utils.log; Training Available
INFO  - 2020-09-17 08:51:37.359; utils.log; Training is 
INFO  - 2020-09-17 08:51:37.359; utils.log; Train university 
INFO  - 2020-09-17 08:51:39.792; utils.log; Fellowship Available
INFO  - 2020-09-17 08:51:40.291; utils.log; Fellowship is 
INFO  - 2020-09-17 08:51:40.291; utils.log; fell
INFO  - 2020-09-17 08:51:42.675; utils.log; Other Available
INFO  - 2020-09-17 08:51:43.240; utils.log; Other is 
INFO  - 2020-09-17 08:51:43.240; utils.log; 
INFO  - 2020-09-17 08:51:45.681; utils.log; Board Available
INFO  - 2020-09-17 08:51:46.106; utils.log; Board is 
INFO  - 2020-09-17 08:51:46.106; utils.log; Director
INFO  - 2020-09-17 08:51:48.507; utils.log; Area of expertise Available
INFO  - 2020-09-17 08:51:49.010; utils.log; expertise is 
INFO  - 2020-09-17 08:51:49.010; utils.log; Director
INFO  - 2020-09-17 08:51:52.748; utils.log; Scolled Up 
INFO  - 2020-09-17 08:51:54.438; utils.log; Book Consultation Button Clicked  
INFO  - 2020-09-17 08:51:57.096; utils.log; Cancel Button Clicked  
INFO  - 2020-09-17 08:51:58.052; utils.log; Book Consultation Button Clicked again  
INFO  - 2020-09-17 08:52:03.212; utils.log; Date Selected   
INFO  - 2020-09-17 08:52:03.626; utils.log; Month Displayed
INFO  - 2020-09-17 08:52:03.976; utils.log; Now Select a Slot 
INFO  - 2020-09-17 08:52:04.511; utils.log; Slot Selected 
INFO  - 2020-09-17 08:52:05.392; utils.log; Confirm Button Clicked  
INFO  - 2020-09-17 08:52:10.688; utils.log; Consultation For  is 
INFO  - 2020-09-17 08:52:10.688; utils.log; Anger management
INFO  - 2020-09-17 08:52:13.133; utils.log; Provider  is 
INFO  - 2020-09-17 08:52:13.134; utils.log; Dr. Murad T
INFO  - 2020-09-17 08:52:15.630; utils.log; Schedule is 
INFO  - 2020-09-17 08:52:15.630; utils.log; 21/09/2020, 04:05 - 04:08
INFO  - 2020-09-17 08:52:18.076; utils.log; Calling Mode is 
INFO  - 2020-09-17 08:52:18.076; utils.log; Video call
INFO  - 2020-09-17 08:52:20.576; utils.log; Specialist Consultation  Cost is 
INFO  - 2020-09-17 08:52:20.577; utils.log; 12.0 KWD
INFO  - 2020-09-17 08:52:22.580; utils.log; Symptoms  Is correctly displayed as selected 
INFO  - 2020-09-17 08:52:23.776; utils.log; Payment Options Checked 
INFO  - 2020-09-17 08:52:33.474; utils.log; Consultation Price on Payment Gateway is 
INFO  - 2020-09-17 08:52:33.475; utils.log; 12.000KD
INFO  - 2020-09-17 08:53:04.745; utils.log; Appointment Text is 
INFO  - 2020-09-17 08:53:04.746; utils.log; Your appointment with Dr. Murad T is confirmed
INFO  - 2020-09-17 08:53:05.396; utils.log; Appointment Date is 
INFO  - 2020-09-17 08:53:05.396; utils.log; September 21, 04:05 - 04:08
INFO  - 2020-09-17 08:53:09.378; utils.log; ----------------------END TEST - Book  SpecialistAppointments-----------------------------
INFO  - 2020-09-17 08:59:32.041; utils.log; ----------------------START TEST - Book SpecialistFreeAppointment-----------------------------
INFO  - 2020-09-17 08:59:32.836; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 08:59:46.410; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 08:59:51.949; utils.utility; Pin entered  
INFO  - 2020-09-17 09:00:02.457; utils.log; Select  Doctor 
INFO  - 2020-09-17 09:00:04.939; utils.log; Language is 
INFO  - 2020-09-17 09:00:04.939; utils.log; English, French
INFO  - 2020-09-17 09:00:07.317; utils.log; Experience Available
INFO  - 2020-09-17 09:00:07.798; utils.log; Experience is 
INFO  - 2020-09-17 09:00:07.798; utils.log; English, French
INFO  - 2020-09-17 09:00:10.216; utils.log; License number Available
INFO  - 2020-09-17 09:00:10.647; utils.log; Licence is 
INFO  - 2020-09-17 09:00:10.648; utils.log; e34433
INFO  - 2020-09-17 09:00:14.560; utils.log; Scolled down 
INFO  - 2020-09-17 09:00:16.044; utils.log; Background Information Available
INFO  - 2020-09-17 09:00:16.450; utils.log; University Available
INFO  - 2020-09-17 09:00:16.971; utils.log; University is 
INFO  - 2020-09-17 09:00:16.972; utils.log; 0.0 KWD / 5 mins
INFO  - 2020-09-17 09:00:19.403; utils.log; Training Available
INFO  - 2020-09-17 09:00:19.963; utils.log; Training is 
INFO  - 2020-09-17 09:00:19.964; utils.log; Union Medical College London
INFO  - 2020-09-17 09:00:22.396; utils.log; Fellowship Available
INFO  - 2020-09-17 09:00:22.903; utils.log; Fellowship is 
INFO  - 2020-09-17 09:00:22.904; utils.log; Full Time 
INFO  - 2020-09-17 09:00:25.329; utils.log; Other Available
INFO  - 2020-09-17 09:00:25.891; utils.log; Other is 
INFO  - 2020-09-17 09:00:25.891; utils.log; Alamercies
INFO  - 2020-09-17 09:00:28.305; utils.log; Board Available
INFO  - 2020-09-17 09:00:28.965; utils.log; Board is 
INFO  - 2020-09-17 09:00:28.966; utils.log; 
INFO  - 2020-09-17 09:00:31.338; utils.log; Area of expertise Available
INFO  - 2020-09-17 09:00:31.903; utils.log; expertise is 
INFO  - 2020-09-17 09:00:31.903; utils.log; 
INFO  - 2020-09-17 09:00:35.728; utils.log; Scolled Up 
INFO  - 2020-09-17 09:00:37.279; utils.log; Book Consultation Button Clicked  
INFO  - 2020-09-17 09:00:39.790; utils.log; Cancel Button Clicked  
INFO  - 2020-09-17 09:00:40.853; utils.log; Book Consultation Button Clicked again  
INFO  - 2020-09-17 09:00:45.949; utils.log; Date Selected   
INFO  - 2020-09-17 09:00:46.383; utils.log; Month Displayed
INFO  - 2020-09-17 09:00:46.737; utils.log; Now Select a Slot 
INFO  - 2020-09-17 09:00:47.198; utils.log; Slot Selected 
INFO  - 2020-09-17 09:00:48.129; utils.log; Confirm Button Clicked  
INFO  - 2020-09-17 09:00:54.479; utils.log; Consultation For  is 
INFO  - 2020-09-17 09:00:54.480; utils.log; Anger management
INFO  - 2020-09-17 09:00:56.988; utils.log; Provider  is 
INFO  - 2020-09-17 09:00:56.988; utils.log; Dr. Adeyinka Josephine Alayo
INFO  - 2020-09-17 09:00:59.471; utils.log; Schedule is 
INFO  - 2020-09-17 09:00:59.471; utils.log; 21/09/2020, 06:00 - 06:05
INFO  - 2020-09-17 09:01:01.979; utils.log; Calling Mode is 
INFO  - 2020-09-17 09:01:01.979; utils.log; Video call
INFO  - 2020-09-17 09:01:04.517; utils.log; Specialist Consultation  Cost is 
INFO  - 2020-09-17 09:01:04.517; utils.log; Free
INFO  - 2020-09-17 09:01:07.316; utils.log; Consultation Confirmed as Free 
INFO  - 2020-09-17 09:01:07.316; utils.log; Symptoms  Is correctly displayed as selected 
INFO  - 2020-09-17 09:01:13.833; utils.log; Appointment Text is 
INFO  - 2020-09-17 09:01:13.834; utils.log; Your appointment with Dr. Adeyinka Josephine Alayo is confirmed
INFO  - 2020-09-17 09:01:14.492; utils.log; Appointment Date is 
INFO  - 2020-09-17 09:01:14.492; utils.log; September 21, 06:00 - 06:05
INFO  - 2020-09-17 09:01:18.760; utils.log; ----------------------END TEST - Book SpecialistFreeAppointment-----------------------------
INFO  - 2020-09-17 09:05:51.388; utils.log; ----------------------START TEST - Book Urgent Appointments -----------------------------
INFO  - 2020-09-17 09:05:52.168; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 09:06:05.371; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 09:06:10.998; utils.utility; Pin entered  
INFO  - 2020-09-17 09:06:42.235; utils.log; Scolled down 
INFO  - 2020-09-17 09:06:55.021; utils.log; All Consultation Details Verified
INFO  - 2020-09-17 09:07:03.982; utils.log; Consultation Price is 
INFO  - 2020-09-17 09:07:03.982; utils.log; 13.000KD
INFO  - 2020-09-17 09:07:31.471; utils.log; UrgentConfirmTitle Confirmed Okay 
INFO  - 2020-09-17 09:07:32.937; utils.log; UrgentConfirmSubTitle Confirmed Okay 
INFO  - 2020-09-17 09:07:34.456; utils.log; UrgentToolbarContainer Confirmed Okay 
INFO  - 2020-09-17 09:07:34.457; utils.log; ----------------------END TEST - Book Urgent Appointments -----------------------------
INFO  - 2020-09-17 09:10:56.221; utils.log; ----------------------START TEST - Book  Child SpecialistAppointments-----------------------------
INFO  - 2020-09-17 09:10:56.945; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 09:11:10.275; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 09:11:15.807; utils.utility; Pin entered  
INFO  - 2020-09-17 09:11:21.571; utils.log; Child Selected 
INFO  - 2020-09-17 09:11:28.534; utils.log; Select  Doctor 
INFO  - 2020-09-17 09:11:32.268; utils.log; Language is 
INFO  - 2020-09-17 09:11:32.269; utils.log; Arabic, English, French
INFO  - 2020-09-17 09:11:34.631; utils.log; Experience Available
INFO  - 2020-09-17 09:11:35.071; utils.log; Experience is 
INFO  - 2020-09-17 09:11:35.072; utils.log; Arabic, English, French
INFO  - 2020-09-17 09:11:37.588; utils.log; License number Available
INFO  - 2020-09-17 09:11:38.078; utils.log; Licence is 
INFO  - 2020-09-17 09:11:38.078; utils.log; 8723498234892173
INFO  - 2020-09-17 09:11:41.808; utils.log; Scolled down 
INFO  - 2020-09-17 09:11:43.243; utils.log; Background Information Available
INFO  - 2020-09-17 09:11:43.603; utils.log; University Available
INFO  - 2020-09-17 09:11:43.975; utils.log; University is 
INFO  - 2020-09-17 09:11:43.975; utils.log; Kuwait University
INFO  - 2020-09-17 09:11:46.383; utils.log; Training Available
INFO  - 2020-09-17 09:11:46.861; utils.log; Training is 
INFO  - 2020-09-17 09:11:46.862; utils.log; Train university 
INFO  - 2020-09-17 09:11:49.243; utils.log; Fellowship Available
INFO  - 2020-09-17 09:11:49.767; utils.log; Fellowship is 
INFO  - 2020-09-17 09:11:49.768; utils.log; fell
INFO  - 2020-09-17 09:11:52.200; utils.log; Other Available
INFO  - 2020-09-17 09:11:52.784; utils.log; Other is 
INFO  - 2020-09-17 09:11:52.785; utils.log; 
INFO  - 2020-09-17 09:11:55.086; utils.log; Board Available
INFO  - 2020-09-17 09:11:55.592; utils.log; Board is 
INFO  - 2020-09-17 09:11:55.593; utils.log; Director
INFO  - 2020-09-17 09:11:58.147; utils.log; Area of expertise Available
INFO  - 2020-09-17 09:11:58.709; utils.log; expertise is 
INFO  - 2020-09-17 09:11:58.710; utils.log; Director
INFO  - 2020-09-17 09:12:02.597; utils.log; Scolled Up 
INFO  - 2020-09-17 09:12:04.204; utils.log; Book Consultation Button Clicked  
INFO  - 2020-09-17 09:12:06.813; utils.log; Cancel Button Clicked  
INFO  - 2020-09-17 09:12:07.746; utils.log; Book Consultation Button Clicked again  
INFO  - 2020-09-17 09:12:13.106; utils.log; Date Selected   
INFO  - 2020-09-17 09:12:13.527; utils.log; Month Displayed
INFO  - 2020-09-17 09:12:13.865; utils.log; Now Select a Slot 
INFO  - 2020-09-17 09:12:15.950; utils.log; Slot Selected 
INFO  - 2020-09-17 09:12:16.755; utils.log; Confirm Button Clicked  
INFO  - 2020-09-17 09:12:22.230; utils.log; Consultation For  is 
INFO  - 2020-09-17 09:12:22.230; utils.log; Anger management
INFO  - 2020-09-17 09:12:24.726; utils.log; Provider  is 
INFO  - 2020-09-17 09:12:24.726; utils.log; Dr. Murad T
INFO  - 2020-09-17 09:12:27.221; utils.log; Schedule is 
INFO  - 2020-09-17 09:12:27.221; utils.log; 21/09/2020, 04:10 - 04:13
INFO  - 2020-09-17 09:12:29.698; utils.log; Calling Mode is 
INFO  - 2020-09-17 09:12:29.699; utils.log; Video call
INFO  - 2020-09-17 09:12:32.193; utils.log; Specialist Consultation  Cost is 
INFO  - 2020-09-17 09:12:32.193; utils.log; 55.0 QAR
INFO  - 2020-09-17 09:12:34.199; utils.log; Symptoms  Is correctly displayed as selected 
INFO  - 2020-09-17 09:13:38.278; utils.log; ----------------------START TEST - Book  Child SpecialistAppointments-----------------------------
INFO  - 2020-09-17 09:13:38.854; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 09:13:52.092; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 09:13:57.542; utils.utility; Pin entered  
INFO  - 2020-09-17 09:14:03.753; utils.log; Child Selected 
INFO  - 2020-09-17 09:14:10.810; utils.log; Select  Doctor 
INFO  - 2020-09-17 09:14:13.228; utils.log; Language is 
INFO  - 2020-09-17 09:14:13.228; utils.log; Arabic, English, French
INFO  - 2020-09-17 09:14:15.681; utils.log; Experience Available
INFO  - 2020-09-17 09:14:16.204; utils.log; Experience is 
INFO  - 2020-09-17 09:14:16.204; utils.log; Arabic, English, French
INFO  - 2020-09-17 09:14:18.601; utils.log; License number Available
INFO  - 2020-09-17 09:14:19.093; utils.log; Licence is 
INFO  - 2020-09-17 09:14:19.093; utils.log; 8723498234892173
INFO  - 2020-09-17 09:14:22.789; utils.log; Scolled down 
INFO  - 2020-09-17 09:14:24.265; utils.log; Background Information Available
INFO  - 2020-09-17 09:14:24.697; utils.log; University Available
INFO  - 2020-09-17 09:14:25.182; utils.log; University is 
INFO  - 2020-09-17 09:14:25.182; utils.log; Kuwait University
INFO  - 2020-09-17 09:14:27.641; utils.log; Training Available
INFO  - 2020-09-17 09:14:28.208; utils.log; Training is 
INFO  - 2020-09-17 09:14:28.209; utils.log; Train university 
INFO  - 2020-09-17 09:14:30.584; utils.log; Fellowship Available
INFO  - 2020-09-17 09:14:31.160; utils.log; Fellowship is 
INFO  - 2020-09-17 09:14:31.160; utils.log; fell
INFO  - 2020-09-17 09:14:33.563; utils.log; Other Available
INFO  - 2020-09-17 09:14:34.066; utils.log; Other is 
INFO  - 2020-09-17 09:14:34.067; utils.log; 
INFO  - 2020-09-17 09:14:36.548; utils.log; Board Available
INFO  - 2020-09-17 09:14:36.987; utils.log; Board is 
INFO  - 2020-09-17 09:14:36.987; utils.log; Director
INFO  - 2020-09-17 09:14:39.351; utils.log; Area of expertise Available
INFO  - 2020-09-17 09:14:39.765; utils.log; expertise is 
INFO  - 2020-09-17 09:14:39.765; utils.log; Director
INFO  - 2020-09-17 09:14:43.777; utils.log; Scolled Up 
INFO  - 2020-09-17 09:14:45.377; utils.log; Book Consultation Button Clicked  
INFO  - 2020-09-17 09:14:48.079; utils.log; Cancel Button Clicked  
INFO  - 2020-09-17 09:14:49.089; utils.log; Book Consultation Button Clicked again  
INFO  - 2020-09-17 09:14:54.815; utils.log; Date Selected   
INFO  - 2020-09-17 09:14:55.292; utils.log; Month Displayed
INFO  - 2020-09-17 09:14:55.655; utils.log; Now Select a Slot 
INFO  - 2020-09-17 09:14:56.668; utils.log; Slot Selected 
INFO  - 2020-09-17 09:14:57.566; utils.log; Confirm Button Clicked  
INFO  - 2020-09-17 09:15:03.086; utils.log; Consultation For  is 
INFO  - 2020-09-17 09:15:03.086; utils.log; Anger management
INFO  - 2020-09-17 09:15:05.626; utils.log; Provider  is 
INFO  - 2020-09-17 09:15:05.626; utils.log; Dr. Murad T
INFO  - 2020-09-17 09:15:08.061; utils.log; Schedule is 
INFO  - 2020-09-17 09:15:08.061; utils.log; 21/09/2020, 04:10 - 04:13
INFO  - 2020-09-17 09:15:10.521; utils.log; Calling Mode is 
INFO  - 2020-09-17 09:15:10.522; utils.log; Video call
INFO  - 2020-09-17 09:15:13.019; utils.log; Specialist Consultation  Cost is 
INFO  - 2020-09-17 09:15:13.019; utils.log; 55.0 QAR
INFO  - 2020-09-17 09:15:15.020; utils.log; Symptoms  Is correctly displayed as selected 
INFO  - 2020-09-17 09:15:15.709; utils.log; Payment Options Checked 
INFO  - 2020-09-17 09:15:24.552; utils.log; Consultation Price on Payment Gateway is 
INFO  - 2020-09-17 09:15:24.553; utils.log; 3.550KD
INFO  - 2020-09-17 09:15:54.297; utils.log; Appointment Text is 
INFO  - 2020-09-17 09:15:54.298; utils.log; Your appointment with Dr. Murad T is confirmed
INFO  - 2020-09-17 09:15:55.200; utils.log; Appointment Date is 
INFO  - 2020-09-17 09:15:55.200; utils.log; September 21, 04:10 - 04:13
INFO  - 2020-09-17 09:15:59.204; utils.log; ----------------------END TEST - Book Child  SpecialistAppointments-----------------------------
INFO  - 2020-09-17 09:18:32.736; utils.log; ----------------------START TEST - Book Child Urgent Appointments -----------------------------
INFO  - 2020-09-17 09:18:33.292; utils.utility; Pleaase enter Pin 
INFO  - 2020-09-17 09:18:46.374; utils.utility; Sihaty Pin Text verified  
INFO  - 2020-09-17 09:18:51.885; utils.utility; Pin entered  
INFO  - 2020-09-17 09:19:23.785; utils.log; Scolled down 
INFO  - 2020-09-17 09:19:36.640; utils.log; All Consultation Details Verified
INFO  - 2020-09-17 09:19:43.709; utils.log; Consultation Price is 
INFO  - 2020-09-17 09:19:43.709; utils.log; 1.100KD
INFO  - 2020-09-17 09:20:14.248; utils.log; UrgentConfirmTitle Confirmed Okay 
INFO  - 2020-09-17 09:20:15.710; utils.log; UrgentConfirmSubTitle Confirmed Okay 
INFO  - 2020-09-17 09:20:17.140; utils.log; UrgentToolbarContainer Confirmed Okay 
INFO  - 2020-09-17 09:20:17.141; utils.log; ----------------------END TEST - Book Child Urgent Appointments -----------------------------
INFO  - 2020-10-11 19:11:21.249; utils.log; ----------------------START TEST - Book Other SpecialistAppointments-----------------------------
INFO  - 2020-10-11 19:11:22.025; utils.utility; Pleaase enter Pin 
INFO  - 2020-10-11 19:11:22.678; utils.log; ----------------------START TEST -Book Failed SpecialistAppointments-----------------------------
INFO  - 2020-10-11 19:11:22.756; utils.utility; Pleaase enter Pin 
INFO  - 2020-10-11 19:11:22.773; utils.log; ----------------------START TEST - Book   SpecialistAppointments-----------------------------
INFO  - 2020-10-11 19:11:22.850; utils.utility; Pleaase enter Pin 
